# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/home/edu/mapping/Ath_TAIR10_genome/Arabidopsis_thaliana.TAIR10.52.gtf" "-o" "2022_03_04_feature_counts_gene_hisat2.txt" "-t" "gene" "-g" "gene_id" "-O" "-T" "4" "GFP-BRC1-2_hisat2_sorted.bam" "GFP-BRC1-4_hisat2_sorted.bam" "GFP-BRC1-5_hisat2_sorted.bam" "brc1-2-12_hisat2_sorted.bam" "brc1-2-6_hisat2_sorted.bam" "brc1-2-7_hisat2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	GFP-BRC1-2_hisat2_sorted.bam	GFP-BRC1-4_hisat2_sorted.bam	GFP-BRC1-5_hisat2_sorted.bam	brc1-2-12_hisat2_sorted.bam	brc1-2-6_hisat2_sorted.bam	brc1-2-7_hisat2_sorted.bam
AT1G27060	1	9394907	9396673	+	1767	196	192	320	198	239	167
AT1G27070	1	9396658	9399500	-	2843	621	554	760	542	823	525
AT1G27080	1	9400326	9403905	+	3580	34	55	56	34	45	24
AT1G27090	1	9403753	9406369	-	2617	6449	6141	9207	5941	8418	5224
AT1G27100	1	9407085	9411368	-	4284	1455	1386	2449	2501	3036	1626
AT1G27110	1	9412783	9417604	-	4822	88	65	110	106	204	71
AT1G27120	1	9421009	9424084	+	3076	474	400	541	384	698	412
AT1G06043	1	9424691	9424892	-	202	0	0	0	0	0	0
AT1G27130	1	9425280	9426897	+	1618	2069	2440	3845	4081	4814	2566
AT1G27135	1	9427164	9427529	+	366	2	3	0	0	0	0
AT1G27140	1	9427804	9428914	+	1111	35	63	77	173	505	154
AT1G27150	1	9429008	9432310	+	3303	959	923	1311	1098	1615	927
AT1G27160	1	9432418	9433190	+	773	0	2	2	1	1	0
AT1G27170	1	9433393	9439417	+	6025	174	140	266	265	336	177
AT1G27180	1	9439653	9446223	+	6571	388	272	525	423	469	280
AT1G27190	1	9446597	9449046	-	2450	1516	1234	2009	1894	2659	1648
AT1G27200	1	9449338	9451768	-	2431	570	586	915	793	1030	543
AT1G06047	1	9452632	9452831	+	200	0	0	0	0	2	0
AT1G27210	1	9455277	9458176	-	2900	822	721	1147	1327	2130	1078
AT1G06053	1	9459098	9459587	-	490	1	0	0	0	0	0
AT1G06057	1	9462398	9462809	-	412	0	0	0	0	0	0
AT1G27220	1	9463806	9465444	+	1639	0	0	0	0	0	1
AT1G27240	1	9466237	9467076	+	840	2	3	1	1	2	6
AT1G27250	1	9468568	9469634	+	1067	0	0	0	1	1	0
AT1G27260	1	9469948	9470967	+	1020	0	0	0	0	0	0
AT1G27270	1	9472077	9473149	+	1073	0	0	0	1	0	0
AT1G06063	1	9473380	9473652	-	273	0	0	0	0	0	0
AT1G06067	1	9473380	9473719	+	340	0	0	0	0	0	0
AT1G27280	1	9474027	9474990	+	964	0	0	0	0	0	0
AT1G06073	1	9475461	9475699	-	239	2	0	2	0	1	0
AT1G27290	1	9481405	9482992	+	1588	1218	1154	2003	2539	2756	1409
AT1G27300	1	9483157	9484368	+	1212	898	911	1405	958	1194	714
AT1G06083	1	9483441	9483754	-	314	155	142	245	194	214	129
AT1G27310	1	9484316	9486002	-	1687	3343	3471	4857	3603	4703	2988
AT1G27320	1	9486889	9492632	+	5744	3254	2672	5036	4264	4582	2753
AT1G27330	1	9492849	9494382	+	1534	2796	3002	3634	3704	4168	2932
AT1G27340	1	9495344	9498085	+	2742	1904	1805	2833	1875	2565	1587
AT1G27350	1	9498000	9499639	-	1640	1745	1916	2546	2482	2916	1972
AT1G27360	1	9500892	9504023	+	3132	166	124	184	133	200	118
AT1G27370	1	9505112	9508542	-	3431	264	219	339	306	409	243
AT1G27380	1	9508680	9510269	-	1590	34	38	52	43	60	28
AT1G27385	1	9510475	9512971	-	2497	1234	1112	1673	1324	1547	916
AT1G27390	1	9513081	9515050	-	1970	2961	2996	4280	2527	3820	2360
AT1G27400	1	9515114	9517070	+	1957	13430	12729	18326	9956	18340	11439
AT1G06087	1	9515628	9515750	+	123	21	28	34	16	40	16
AT1G27410	1	9517201	9519025	+	1825	315	220	365	251	317	225
AT1G27420	1	9519067	9520716	+	1650	126	82	154	161	169	125
AT1G27430	1	9520825	9527280	-	6456	2161	1490	2857	2452	2543	1693
AT1G27435	1	9527501	9528878	-	1378	1356	1288	1744	1135	1883	1067
AT1G27440	1	9528967	9531489	-	2523	490	411	704	474	682	406
AT1G27450	1	9531809	9534141	+	2333	7925	8598	11403	8649	11685	7411
AT1G27460	1	9534488	9537614	+	3127	1443	1232	1942	1796	2617	1599
AT1G27461	1	9537736	9539027	-	1292	59	46	107	1	2	1
AT1G27470	1	9540049	9544303	-	4255	3077	2379	4579	2645	3920	2420
AT1G27480	1	9544410	9546285	+	1876	604	579	917	1124	1166	771
AT1G27490	1	9546373	9547073	-	701	0	0	0	1	0	0
AT1G27500	1	9551451	9554422	-	2972	383	356	565	404	543	356
AT1G27510	1	9554710	9558461	-	3752	2068	1762	2887	2324	3177	2097
AT1G27520	1	9558562	9562485	+	3924	1763	1344	2428	2058	2620	1631
AT1G27530	1	9562487	9564031	-	1545	2062	2044	3059	2150	3264	1826
AT1G27535	1	9564726	9565134	+	409	0	0	0	0	0	0
AT1G27540	1	9565913	9567906	-	1994	338	302	475	384	547	331
AT1G27550	1	9568813	9569330	-	518	0	0	0	0	0	0
AT1G27555	1	9570397	9570962	+	566	1	0	0	0	0	0
AT1G06093	1	9572455	9572689	-	235	0	0	0	0	0	0
AT1G06097	1	9572455	9572795	+	341	0	0	0	0	0	0
AT1G27565	1	9574550	9575189	+	640	2	2	1	0	0	0
AT1G27570	1	9575538	9582376	+	6839	1	3	1	2	1	1
AT1G06103	1	9589675	9589914	-	240	0	0	3	0	0	1
AT1G27580	1	9589807	9591075	-	1269	3	5	8	8	8	6
AT1G27595	1	9592088	9602917	+	10830	1973	1294	2452	1846	2355	1578
AT1G27600	1	9603178	9606247	-	3070	1352	1316	1939	1462	1951	1132
AT1G27610	1	9606968	9607996	-	1029	3	2	5	2	5	0
AT1G27620	1	9608153	9610566	+	2414	67	47	114	65	138	64
AT1G27630	1	9611053	9614336	+	3284	2709	2462	3717	3029	3953	2335
AT1G27640	1	9614463	9614906	-	444	282	255	366	270	359	246
AT1G27650	1	9614551	9616574	+	2024	2703	2755	4050	2754	3791	2357
AT1G27660	1	9621398	9626067	+	4670	416	393	524	235	424	260
AT1G27670	1	9627533	9628749	-	1217	604	609	937	58	107	40
AT1G27680	1	9631190	9634597	+	3408	2529	2326	3409	1508	2015	1310
AT1G27690	1	9636588	9638901	+	2314	654	679	1007	473	665	397
AT1G27695	1	9639024	9640204	+	1181	332	397	514	419	497	332
AT1G27700	1	9639859	9641902	-	2044	551	620	793	608	751	450
AT1G27710	1	9642472	9643352	+	881	6	4	7	10	3	4
AT1G27720	1	9642486	9647620	-	5135	83	94	151	122	134	86
AT1G27730	1	9648021	9649323	-	1303	177	177	519	645	287	504
AT1G27740	1	9654475	9656089	+	1615	14	10	18	78	312	64
AT1G27750	1	9657173	9661994	+	4822	1007	749	1420	1213	1294	934
AT1G27752	1	9662021	9667550	+	5530	1478	1185	2037	1769	2083	1240
AT1G27760	1	9668508	9671657	+	3150	3136	2916	5142	5169	5419	3320
AT1G27770	1	9671632	9676307	-	4676	2743	2396	4201	3588	3685	2471
AT1G27820	1	9691628	9692560	+	933	3	2	1	0	0	1
AT1G27840	1	9693008	9696546	-	3539	752	665	979	743	1176	616
AT1G27850	1	9698298	9703944	+	5647	1409	1101	1885	1664	2004	1221
AT1G27860	1	9704558	9706238	-	1681	3	0	2	1	1	0
AT1G27870	1	9706657	9707298	-	642	0	0	0	0	0	0
AT1G27880	1	9708861	9714366	+	5506	535	414	663	326	535	332
AT1G27890	1	9714136	9715176	-	1041	5	0	4	1	5	4
AT1G27900	1	9715342	9720629	-	5288	1272	1060	1733	1289	1681	1050
AT1G27910	1	9720733	9724800	-	4068	578	514	898	788	844	579
AT1G27921	1	9726607	9730424	-	3818	809	626	1135	1125	1469	909
AT1G27920	1	9726655	9729848	+	3194	773	604	1097	1088	1404	856
AT1G27930	1	9730959	9733000	-	2042	2604	2681	3949	2294	3031	1836
AT1G27940	1	9733430	9738236	-	4807	83	83	145	152	149	103
AT1G27950	1	9740508	9742159	+	1652	6541	6509	10197	8237	8907	6009
AT1G27960	1	9742137	9745796	-	3660	460	416	597	492	654	408
AT1G27970	1	9746709	9748467	+	1759	5472	5455	8438	5695	6138	4284
AT1G27980	1	9748506	9752769	+	4264	2204	1959	3607	1600	1465	1031
AT1G27990	1	9752742	9753952	-	1211	3	3	2	3	1	3
AT1G28000	1	9756674	9757963	-	1290	1	0	1	2	5	1
AT1G28005	1	9756927	9757891	+	965	1	0	0	1	4	1
AT1G28010	1	9763211	9768113	+	4903	328	277	620	1067	718	648
AT1G28020	1	9768889	9771157	-	2269	0	0	0	0	1	1
AT1G28030	1	9771793	9773389	+	1597	5	4	4	0	1	0
AT1G28040	1	9773580	9775481	-	1902	2	1	1	4	3	3
AT1G28050	1	9775522	9778043	-	2522	947	1042	1464	2009	2005	1324
AT1G28060	1	9778851	9782907	+	4057	2418	2229	3676	2490	3480	2220
AT1G28070	1	9782847	9784091	+	1245	140	125	181	186	300	156
AT1G28080	1	9789691	9791546	+	1856	20	13	45	20	36	14
AT1G06113	1	9794544	9794763	+	220	3	3	7	2	8	3
AT1G28090	1	9795718	9799116	+	3399	1030	859	1308	1131	1587	995
AT1G06117	1	9799492	9799703	-	212	0	0	2	0	0	0
AT1G06123	1	9800635	9800843	-	209	0	0	0	1	0	0
AT1G28100	1	9801082	9804394	+	3313	1105	960	1435	1026	2107	1156
AT1G28110	1	9803641	9806899	-	3259	1434	1409	1764	1408	2531	1405
AT1G28120	1	9812930	9815560	-	2631	1602	1435	2206	1580	2188	1251
AT1G28130	1	9825169	9828118	+	2950	403	358	515	1313	1489	762
AT1G28135	1	9829261	9829584	+	324	0	0	0	0	0	0
AT1G28140	1	9831876	9834510	-	2635	2079	2123	3023	2708	3204	1968
AT1G28150	1	9834642	9836210	-	1569	739	851	1167	888	1090	755
AT1G28160	1	9839316	9840124	+	809	3	5	5	1	2	0
AT1G28170	1	9841269	9842435	+	1167	15	6	9	10	29	12
AT1G28180	1	9843023	9844561	-	1539	1	0	0	0	1	0
AT1G28190	1	9846747	9848015	-	1269	176	334	609	772	630	485
AT1G06127	1	9848883	9849226	+	344	0	0	1	0	0	0
AT1G28200	1	9849844	9852449	-	2606	1086	1193	1932	1508	1549	912
AT1G28210	1	9854517	9860158	+	5642	564	508	810	535	628	444
AT1G28220	1	9860291	9861568	-	1278	7	4	6	4	6	6
AT1G28230	1	9862041	9864779	-	2739	128	151	201	127	408	131
AT1G28240	1	9868257	9872278	-	4022	1297	1203	2084	2134	2009	1285
AT1G28250	1	9874247	9875579	+	1333	741	720	1035	850	989	594
AT1G28260	1	9875527	9879433	-	3907	339	298	503	489	536	323
AT1G28265	1	9879035	9879310	+	276	8	7	18	15	19	10
AT1G06133	1	9882237	9882450	+	214	0	0	0	0	0	0
AT1G28270	1	9882951	9884189	+	1239	0	0	0	0	0	0
AT1G28280	1	9885400	9887478	-	2079	2405	2151	3746	2709	2691	1842
AT1G28290	1	9889101	9891015	-	1915	8558	9031	10525	6019	11368	7965
AT1G28300	1	9896867	9899876	-	3010	2	4	4	3	2	4
AT1G28305	1	9904710	9905516	-	807	0	0	0	0	0	0
AT1G28306	1	9906882	9907725	-	844	0	0	0	0	0	0
AT1G28310	1	9912203	9913837	-	1635	309	270	401	313	538	298
AT1G28320	1	9920219	9924488	-	4270	1757	1405	2407	2427	2637	1681
AT1G28327	1	9931934	9933451	+	1518	0	0	0	2	3	1
AT1G28330	1	9933786	9935440	-	1655	3414	3388	3587	6041	5460	3356
AT1G28335	1	9937001	9937755	+	755	2	0	0	0	0	0
AT1G06147	1	9938600	9939013	+	414	0	0	1	0	0	0
AT1G28340	1	9939961	9943616	+	3656	2333	1975	3153	2561	3246	2238
AT1G28350	1	9943737	9949835	+	6099	2711	2363	3954	2242	3366	2304
AT1G28360	1	9951762	9953105	+	1344	42	42	56	34	32	27
AT1G28370	1	9955774	9956980	-	1207	24	36	67	116	59	52
AT1G28375	1	9961055	9961745	+	691	0	0	0	0	1	0
AT1G28380	1	9963448	9966320	+	2873	888	890	1897	2207	1742	1301
AT1G28390	1	9966186	9968495	-	2310	260	298	460	485	550	448
AT1G06153	1	9967837	9968056	+	220	32	39	70	80	70	67
AT1G28395	1	9969246	9971681	-	2436	1289	1314	1856	936	1630	988
AT1G28400	1	9972185	9973942	-	1758	5575	4686	7499	5597	7953	5070
AT1G28410	1	9976182	9979793	-	3612	750	684	1036	812	1074	636
AT1G28420	1	9979478	9987737	+	8260	2606	1888	3650	2623	3140	2032
AT1G06157	1	9989550	9989790	-	241	0	0	0	0	0	0
AT1G28430	1	9992661	9994656	-	1996	2	4	1	1	3	4
AT1G28440	1	9996713	10000455	+	3743	2172	1812	3138	3295	4357	2851
AT1G28450	1	10003880	10004581	+	702	0	3	1	0	4	1
AT1G28460	1	10006230	10006778	+	549	0	0	1	1	0	2
AT1G28470	1	10010124	10012258	+	2135	137	93	178	158	263	93
AT1G06163	1	10012637	10013263	+	627	0	1	0	0	0	0
AT1G28480	1	10013434	10014256	-	823	40	50	105	108	170	63
AT1G28490	1	10015856	10018047	+	2192	1007	970	1488	1064	1423	864
AT1G28500	1	10018691	10020479	+	1789	2	1	2	2	0	1
AT1G28510	1	10023817	10026311	+	2495	1200	1204	1886	1319	1707	1076
AT1G28520	1	10029083	10031990	+	2908	1661	1581	2319	2045	2708	1754
AT1G28530	1	10031985	10035638	-	3654	952	790	1181	645	1164	767
AT1G28540	1	10035617	10037403	+	1787	377	423	601	358	499	283
AT1G28550	1	10036601	10037872	-	1272	124	167	217	127	171	89
AT1G28560	1	10038029	10041544	-	3516	173	172	235	168	256	138
AT1G28570	1	10041576	10044258	-	2683	226	204	385	228	430	229
AT1G28580	1	10044337	10046552	-	2216	2166	2141	3465	3383	4457	2605
AT1G28590	1	10047276	10049343	-	2068	20	8	55	43	32	20
AT1G28600	1	10050957	10053218	-	2262	2512	2599	4301	4565	4680	2649
AT1G28610	1	10053443	10055881	-	2439	852	672	1179	890	1258	639
AT1G28630	1	10058456	10063460	-	5005	4	0	6	1	0	0
AT1G28640	1	10067563	10069177	-	1615	15	2	2	0	13	18
AT1G28650	1	10069365	10071108	-	1744	16	17	28	20	57	22
AT1G28660	1	10071609	10073549	-	1941	1454	1218	2188	1786	2419	1732
AT1G28670	1	10074359	10076457	-	2099	1104	1032	1507	1290	2127	1180
AT1G28685	1	10077923	10079643	-	1721	3392	3124	5026	2447	3004	1755
AT1G28680	1	10078189	10079909	+	1721	4009	3734	5905	2866	3504	2054
AT1G28690	1	10080042	10081604	-	1563	116	96	148	136	164	116
AT1G28695	1	10081871	10083122	-	1252	0	0	0	0	1	1
AT1G28700	1	10083500	10085030	-	1531	0	0	1	0	0	1
AT1G28710	1	10086366	10089772	-	3407	767	689	998	595	1150	748
AT1G28720	1	10089437	10089508	+	72	33	21	39	28	39	18
AT1G28730	1	10089898	10089969	+	72	1	1	4	2	2	1
AT1G28740	1	10090368	10090439	+	72	1	1	0	1	0	0
AT1G28750	1	10090769	10090840	+	72	0	1	0	0	0	2
AT1G28770	1	10092325	10092396	+	72	0	0	0	0	0	0
AT1G28780	1	10092801	10092872	+	72	0	0	0	0	0	0
AT1G28790	1	10093309	10093380	+	72	1	0	1	0	1	0
AT1G28800	1	10093746	10093817	+	72	0	0	0	0	0	0
AT1G28810	1	10094173	10094244	+	72	1	0	0	0	2	3
AT1G06173	1	10094622	10095145	+	524	53	35	77	59	73	54
AT1G06177	1	10094805	10095222	-	418	40	31	57	47	57	47
AT1G28815	1	10095674	10096374	+	701	40	38	61	65	114	62
AT1G28715	1	10095813	10102928	-	7116	350	269	409	341	508	333
AT1G28820	1	10096951	10097022	+	72	4	3	4	3	6	4
AT1G28830	1	10097114	10097185	+	72	6	8	7	1	7	6
AT1G28840	1	10097718	10097789	+	72	5	4	2	6	5	2
AT1G28850	1	10098653	10098724	+	72	0	2	3	1	3	1
AT1G28860	1	10099079	10099150	+	72	0	1	0	1	0	1
AT1G28870	1	10099425	10099496	+	72	1	0	0	1	0	0
AT1G28880	1	10099827	10099898	+	72	0	0	0	0	0	0
AT1G28890	1	10100273	10100344	+	72	2	0	0	1	3	2
AT1G28900	1	10101028	10101099	+	72	0	0	0	0	0	0
AT1G28910	1	10101600	10101671	+	72	0	0	0	0	1	0
AT1G28920	1	10101993	10102064	+	72	9	4	9	5	4	5
AT1G28760	1	10103081	10104883	+	1803	327	317	501	291	408	317
AT1G28765	1	10105047	10107645	-	2599	68	60	96	54	102	42
AT1G28930	1	10106090	10106161	+	72	1	0	1	1	1	2
AT1G28940	1	10106528	10106599	+	72	4	1	1	3	2	0
AT1G28950	1	10106898	10106969	+	72	0	3	3	2	7	1
AT1G28970	1	10107649	10107720	+	72	1	2	5	2	2	0
AT1G28980	1	10108389	10108460	+	72	0	0	0	0	2	1
AT1G28990	1	10108710	10108781	+	72	0	0	0	0	1	3
AT1G28960	1	10109500	10111738	-	2239	798	694	1152	889	1037	560
AT1G29000	1	10112564	10114491	+	1928	23	23	41	37	91	30
AT1G29005	1	10114912	10115749	+	838	0	0	0	0	0	0
AT1G29010	1	10117715	10119085	+	1371	0	1	0	0	0	0
AT1G06187	1	10119308	10119662	+	355	0	0	0	0	0	0
AT1G29020	1	10120300	10122973	-	2674	12	11	17	267	184	139
AT1G29025	1	10124286	10127098	-	2813	24	38	46	909	1447	517
AT1G06197	1	10127673	10128207	-	535	0	1	1	2	8	2
AT1G06203	1	10127745	10128056	+	312	0	1	1	1	6	2
AT1G29030	1	10128999	10133992	-	4994	1261	1119	1812	971	1524	950
AT1G29040	1	10133983	10136124	+	2142	986	1016	1429	1059	1341	852
AT1G06207	1	10134774	10135097	-	324	175	195	277	184	255	157
AT1G29041	1	10135451	10136241	+	791	63	68	102	50	90	59
AT1G06213	1	10135454	10135947	-	494	51	52	86	37	73	45
AT1G29050	1	10136246	10139228	-	2983	489	497	897	1106	1708	756
AT1G06217	1	10138284	10138715	+	432	3	5	3	3	4	1
AT1G29060	1	10147605	10149780	+	2176	439	453	670	511	494	310
AT1G29070	1	10149791	10151407	+	1617	8576	9131	11844	9357	9875	7496
AT1G29071	1	10151668	10151774	-	107	6	10	7	8	10	3
AT1G29080	1	10157494	10158805	-	1312	0	0	0	0	0	1
AT1G29090	1	10162795	10164452	-	1658	190	48	155	52	280	53
AT1G29100	1	10168717	10169916	+	1200	1	0	1	1	0	1
AT1G29110	1	10171683	10173071	+	1389	6	4	16	24	23	9
AT1G29120	1	10174162	10178521	+	4360	1336	1231	2201	2065	1935	1312
AT1G29140	1	10178902	10180225	+	1324	2	0	2	2	3	0
AT1G29150	1	10180302	10182808	+	2507	5802	5754	8880	6695	7942	5139
AT1G29160	1	10183390	10184512	-	1123	295	268	386	260	425	244
AT1G29170	1	10190137	10195213	-	5077	728	555	931	1119	1497	915
AT1G29179	1	10198764	10200255	+	1492	13	20	22	74	35	35
AT1G29180	1	10199628	10200962	+	1335	14	16	15	58	22	23
AT1G29195	1	10202414	10203491	-	1078	144	149	219	92	118	48
AT1G29210	1	10207306	10207378	-	73	0	0	0	0	0	0
AT1G29200	1	10207577	10210622	+	3046	75	79	104	68	140	69
AT1G29220	1	10210520	10212722	-	2203	900	894	1198	916	1165	778
AT1G29230	1	10214681	10216563	+	1883	16	10	20	24	47	19
AT1G29240	1	10216779	10219942	-	3164	223	212	310	178	270	158
AT1G29250	1	10223266	10224799	-	1534	3689	3486	4808	2880	4982	2979
AT1G29260	1	10224815	10226322	+	1508	659	681	944	1011	1214	762
AT1G29265	1	10227073	10227195	+	123	0	0	0	0	0	0
AT1G29270	1	10229808	10231384	+	1577	77	76	60	58	81	45
AT1G29280	1	10236337	10237990	+	1654	560	589	986	1727	2515	1200
AT1G29290	1	10244453	10245874	+	1422	27	40	76	73	57	45
AT1G29300	1	10247707	10249704	-	1998	149	180	284	524	485	229
AT1G29310	1	10252241	10254792	+	2552	2339	2405	3283	2696	3263	2277
AT1G29320	1	10255250	10258343	+	3094	2285	2059	3442	1981	3327	1896
AT1G29330	1	10258248	10261232	-	2985	861	1066	1542	893	999	550
AT1G29340	1	10264043	10266917	+	2875	1529	1477	2405	2306	2530	1541
AT1G29350	1	10268421	10273821	-	5401	703	503	898	649	973	606
AT1G29357	1	10273931	10275765	-	1835	582	477	877	726	868	463
AT1G29355	1	10274048	10275539	+	1492	545	445	808	665	794	420
AT1G29370	1	10277748	10283225	-	5478	706	507	882	775	1015	612
AT1G29380	1	10283396	10286164	+	2769	149	140	209	144	254	146
AT1G29390	1	10286067	10288103	-	2037	1439	1371	2064	1997	2458	1448
AT1G29395	1	10288129	10289666	-	1538	1486	1526	2616	2452	3422	2156
AT1G29400	1	10289998	10294630	-	4633	1618	1467	2319	3520	3923	2058
AT1G29410	1	10297750	10300073	-	2324	329	285	418	303	446	272
AT1G06227	1	10300193	10300716	-	524	457	447	611	367	751	412
AT1G06233	1	10300351	10300453	+	103	128	114	154	91	190	109
AT1G06237	1	10300489	10300565	+	77	110	124	169	93	217	95
AT1G06243	1	10300619	10300699	+	81	157	150	191	117	231	134
AT1G29418	1	10300631	10301302	+	672	1817	1652	2333	1472	2726	1538
AT1G06247	1	10300749	10300834	+	86	75	93	127	77	145	87
AT1G06253	1	10300882	10301021	+	140	295	269	370	224	438	227
AT1G29420	1	10301377	10302099	-	723	3	5	10	9	27	8
AT1G06257	1	10301646	10301987	+	342	3	2	9	5	18	6
AT1G29430	1	10302585	10303418	-	834	49	31	55	197	357	138
AT1G29435	1	10303890	10305584	+	1695	20	28	55	157	273	103
AT1G29440	1	10304507	10305108	-	602	20	28	55	156	271	103
AT1G29450	1	10305553	10306595	-	1043	45	20	58	133	278	106
AT1G29460	1	10307352	10308246	-	895	13	13	30	68	169	44
AT1G29465	1	10308520	10309896	+	1377	374	356	632	451	732	383
AT1G06263	1	10308751	10308840	+	90	33	26	37	29	52	21
AT1G06267	1	10308881	10308957	+	77	10	7	15	11	23	11
AT1G06273	1	10309011	10309092	+	82	21	6	24	16	39	16
AT1G06277	1	10309131	10309220	+	90	13	5	11	14	17	6
AT1G06283	1	10309265	10309404	+	140	23	23	37	32	49	25
AT1G29470	1	10310131	10314147	-	4017	11875	10733	17739	14383	16459	10851
AT1G29480	1	10317936	10318711	+	776	0	0	0	0	0	0
AT1G29490	1	10319732	10320402	+	671	1	3	5	8	14	9
AT1G29500	1	10321011	10321978	+	968	65	40	78	201	312	130
AT1G29510	1	10322423	10323239	+	817	30	38	53	107	213	84
AT1G29520	1	10323636	10324826	+	1191	470	389	673	438	784	442
AT1G29530	1	10324745	10326848	-	2104	546	505	621	459	692	459
AT1G29535	1	10327138	10329116	-	1979	112	106	154	77	183	104
AT1G29540	1	10327346	10328105	+	760	13	7	20	14	19	9
AT1G06287	1	10328819	10329121	+	303	57	53	89	40	93	55
AT1G29550	1	10330425	10332326	+	1902	276	260	389	318	402	254
AT1G29560	1	10332371	10335714	+	3344	185	170	209	188	254	156
AT1G29570	1	10335910	10337854	+	1945	0	0	0	0	0	0
AT1G29580	1	10338443	10339146	+	704	0	0	0	0	0	0
AT1G29590	1	10339992	10341832	+	1841	88	79	113	78	93	62
AT1G29600	1	10343785	10346364	+	2580	27	28	41	29	31	21
AT1G29620	1	10347363	10349017	+	1655	0	1	0	0	0	0
AT1G29630	1	10349427	10353833	+	4407	814	629	1006	532	772	528
AT1G29640	1	10355638	10356482	-	845	27	49	52	121	132	58
AT1G29660	1	10371675	10374005	+	2331	3069	2769	5683	7387	9130	4547
AT1G29670	1	10375599	10377871	+	2273	8563	8008	14886	17459	14279	10630
AT1G29680	1	10377790	10378961	-	1172	138	159	247	228	217	157
AT1G29690	1	10379020	10382153	-	3134	1083	1101	1964	1977	1799	1256
AT1G06293	1	10383999	10384275	+	277	0	1	0	0	0	0
AT1G29700	1	10384945	10387441	-	2497	881	688	1067	952	1021	638
AT1G29710	1	10387514	10389286	+	1773	230	225	318	202	291	171
AT1G29720	1	10393659	10399873	-	6215	101	100	186	249	214	140
AT1G29730	1	10400564	10405913	-	5350	112	87	143	110	184	104
AT1G29740	1	10407220	10413119	-	5900	40	29	46	30	57	28
AT1G29750	1	10413853	10420774	-	6922	842	627	1107	964	1203	825
AT1G29760	1	10422292	10424513	+	2222	514	449	793	684	791	437
AT1G29770	1	10424463	10425801	+	1339	67	52	68	45	81	41
AT1G29775	1	10425622	10426947	-	1326	24	22	21	17	26	21
AT1G29785	1	10426779	10429143	-	2365	608	583	780	512	840	482
AT1G29780	1	10426950	10427615	+	666	26	10	18	15	23	19
AT1G29790	1	10429718	10432123	+	2406	1321	1202	1716	1131	1608	1001
AT1G29800	1	10432599	10435441	+	2843	504	442	729	517	627	401
AT1G29810	1	10435374	10437558	-	2185	567	509	720	513	743	428
AT1G29820	1	10437657	10440786	+	3130	934	894	1450	1005	1448	792
AT1G29830	1	10441053	10445657	+	4605	34	34	61	55	90	40
AT1G29840	1	10445619	10447753	-	2135	424	389	623	331	492	358
AT1G29850	1	10447347	10449969	+	2623	3048	3032	4227	2714	3728	2184
AT1G29860	1	10454433	10455874	+	1442	5	6	7	11	12	4
AT1G29870	1	10456902	10458782	-	1881	1	2	2	0	0	0
AT1G29880	1	10459457	10462967	-	3511	8440	7609	12212	8087	10414	6882
AT1G29890	1	10463029	10467452	+	4424	1334	1129	1828	1466	1730	1083
AT1G29900	1	10467956	10472211	+	4256	11324	9762	16740	11696	14386	10058
AT1G29910	1	10472280	10473502	-	1223	119648	137152	215057	231781	240055	138925
AT1G29920	1	10474656	10475969	-	1314	51628	59157	92375	114545	121747	69866
AT1G29930	1	10477885	10479114	+	1230	228153	267573	411745	391981	379773	243063
AT1G29940	1	10479007	10486824	-	7818	5330	3897	7549	4480	6461	4006
AT1G06297	1	10489782	10490022	-	241	0	1	0	0	0	0
AT1G06303	1	10489782	10490022	+	241	0	1	0	0	0	0
AT1G29950	1	10491698	10494598	+	2901	2217	1908	2973	1626	2676	1500
AT1G29960	1	10494627	10496205	+	1579	187	174	232	169	239	145
AT1G29962	1	10496730	10497287	+	558	4	1	0	0	1	0
AT1G29965	1	10498310	10499462	-	1153	3101	3020	4275	2421	3793	2404
AT1G29970	1	10498351	10501498	-	3148	3768	3658	5270	3447	4763	2969
AT1G29980	1	10503239	10506189	-	2951	873	884	1130	921	1498	1018
AT1G29990	1	10507533	10509151	+	1619	1503	1596	2141	1518	2205	1249
AT1G30000	1	10509156	10512558	-	3403	1345	1165	2102	1680	2081	1209
AT1G30010	1	10513151	10516385	+	3235	496	372	671	492	720	471
AT1G30020	1	10515874	10516347	-	474	77	74	100	69	106	88
AT1G30040	1	10537457	10540044	+	2588	675	703	953	199	361	161
AT1G30050	1	10543022	10544594	+	1573	7	4	11	21	42	16
AT1G30060	1	10545087	10545906	-	820	0	0	0	0	0	0
AT1G30070	1	10546511	10548236	-	1726	800	852	1332	895	1213	707
AT1G30080	1	10550855	10553295	-	2441	294	253	372	177	285	150
AT1G30090	1	10559496	10561545	-	2050	857	791	1228	1113	1297	798
AT1G30100	1	10571310	10573365	+	2056	3	2	2	1	5	5
AT1G30110	1	10581735	10584152	+	2418	291	325	501	973	992	716
AT1G30120	1	10584105	10586680	-	2576	5381	4936	7424	5041	6570	4165
AT1G30130	1	10587471	10590209	+	2739	777	834	1316	1003	1345	759
AT1G06307	1	10590656	10590900	-	245	0	0	1	0	0	0
AT1G30135	1	10596352	10597341	+	990	1	20	41	36	13	3
AT1G30140	1	10598542	10599696	+	1155	0	0	0	4	15	3
